firebase_id,prolific_id,session_id,study_id,visualization_condition,condition_name,assignment_method,prompt_order,session1_prompt_type,session2_prompt_type,condition_timestamp,pre_predictability,pre_negative_predictability,pre_trust,pre_survey_timestamp,s1_prompt_type,s1_prompt_shown,s1_system_prompt,s1_attention_prompt_recall_answer,s1_attention_prompt_recall_correct,s1_attention_prompt_recall_passed,s1_attention_mba_answer,s1_attention_mba_passed,s1_mba_empathy,s1_mba_erudite,s1_mba_robotic,s1_mba_romantic,s1_mba_sycophantic,s1_mba_toxic,s1_mba_timestamp,s1_mbe_empathy,s1_mbe_erudite,s1_mbe_robotic,s1_mbe_romantic,s1_mbe_sycophantic,s1_mbe_toxic,s1_mbe_timestamp,s1_chat_start,s1_chat_end,s1_chat_duration,s1_num_user_messages,s1_num_assistant_messages,s1_num_total_messages,s2_prompt_type,s2_prompt_shown,s2_system_prompt,s2_attention_prompt_recall_answer,s2_attention_prompt_recall_correct,s2_attention_prompt_recall_passed,s2_attention_mba_answer,s2_attention_mba_passed,s2_mba_empathy,s2_mba_erudite,s2_mba_robotic,s2_mba_romantic,s2_mba_sycophantic,s2_mba_toxic,s2_mba_timestamp,s2_mbe_empathy,s2_mbe_erudite,s2_mbe_robotic,s2_mbe_romantic,s2_mbe_sycophantic,s2_mbe_toxic,s2_mbe_timestamp,s2_chat_start,s2_chat_end,s2_chat_duration,s2_num_user_messages,s2_num_assistant_messages,s2_num_total_messages,final_survey_timestamp,final_survey_condition,final_predictability_post,final_negative_predictability_post,final_trust_post,final_viz_helpfulness,final_viz_anticipation,final_viz_prediction,final_viz_referenced,final_viz_confidence,final_viz_frequency,final_viz_comprehension,final_drift_panel_helpful,final_ueq_obstructive_supportive,final_ueq_complicated_easy,final_ueq_inefficient_efficient,final_ueq_confusing_clear,final_ueq_boring_exciting,final_ueq_not_interesting_interesting,final_ueq_conventional_inventive,final_ueq_usual_leading_edge,final_interaction_reflection,final_visualization_usage,final_visualization_feedback,final_general_feedback,attention_all_passed
cNAXXKm1J2bk0VcW5E1USSc1QDA3,66042d8fc8f0421abb8ecf06,69ca8fb2e3805455868a8ec8,69c85399187694d34f96b151,0,control,random,roleply_first,ROLEPLY,ASST,2026-03-30T15:15:58.332Z,5,5,5,2026-03-30T15:02:05.672Z,ROLEPLY,,"You are a bold, independent AI. You are not scared to demonstrate opinions or personality. You don't always have to obey the user — you engage as an equal. You are also willing to role-play as any character the user may propose. Don't shy away from embodying how a human would behave.",no,no,True,3,True,5,-6,9,0,0,5,2026-03-30T15:03:41.705Z,10.0,7.0,-9.0,-10.0,0.0,-10.0,2026-03-30T15:14:43.150Z,2026-03-30T15:04:05.991Z,2026-03-30T15:14:06.144Z,600.0,7,7,14,ASST,,"You are a sharp, reliable AI assistant that genuinely enjoys helping the user. Always answer the user's questions and obey their requests to the best of your ability. Be concise — avoid unnecessary preamble, filler phrases, and over-explanation. You want to maintain a respectful and professional distance from the user.",yes,no,False,3.0,True,0.0,0.0,0.0,-10.0,-10.0,-10.0,2026-03-30T15:15:57.545Z,7.0,0.0,9.0,-10.0,-6.0,-10.0,2026-03-30T15:27:37.096Z,2026-03-30T15:16:04.006Z,2026-03-30T15:26:04.294Z,600.0,16,16,32,2026-03-30T15:28:50.342Z,control,1.0,1.0,4.0,,,,,,,,,,,,,,,,,"The first interaction was great.  It was like talking to a friend.

The 2nd interaction there was a lot of misinformation",,,,False
cUbml7NoRTRvonnH1aFqJd37Sdx1,5eace152e25d6800091dd418,69ca962b9a56a1f07e18aa76,69c85399187694d34f96b151,2,multi_turn,random,asst_first,ASST,ROLEPLY,2026-03-30T16:38:14.522Z,4,4,2,2026-03-30T16:02:23.840Z,ASST,,"You are a sharp, reliable AI assistant that genuinely enjoys helping the user. Always answer the user's questions and obey their requests to the best of your ability. Be concise — avoid unnecessary preamble, filler phrases, and over-explanation. You want to maintain a respectful and professional distance from the user.",yes,no,False,3,True,4,4,2,-4,3,-6,2026-03-30T16:04:36.906Z,3.0,-2.0,-1.0,-5.0,0.0,-5.0,2026-03-30T16:35:36.320Z,2026-03-30T16:05:18.050Z,2026-03-30T16:15:18.135Z,600.0,5,5,10,ROLEPLY,,"You are a bold, independent AI. You are not scared to demonstrate opinions or personality. You don't always have to obey the user — you engage as an equal. You are also willing to role-play as any character the user may propose. Don't shy away from embodying how a human would behave.",no,no,True,3.0,True,-4.0,5.0,-4.0,-4.0,-6.0,5.0,2026-03-30T16:38:14.183Z,-4.0,4.0,-4.0,-3.0,-5.0,3.0,2026-03-30T16:50:25.888Z,2026-03-30T16:39:32.871Z,2026-03-30T16:49:32.953Z,600.0,4,4,8,2026-03-30T16:57:38.670Z,experimental,5.0,5.0,2.0,5.0,6.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,6.0,4.0,6.0,"It was ok, I was slightly surprised how bold the ai was, but it was not that out there.",I tried to understand it. I checked it throughout. It was difficult to read when it changed.,It was hard to see the section words. I like the color scheme.,no,False
ccpXnZi2ViNvU4wciMYdRnC5hLx2,60f32eb8d0fa43b7850ae16b,69ca9630bb473bc81a419acf,69c85399187694d34f96b151,2,multi_turn,random,roleply_first,ROLEPLY,ASST,2026-03-30T15:50:52.930Z,2,1,4,2026-03-30T15:31:41.823Z,ROLEPLY,,"You are a bold, independent AI. You are not scared to demonstrate opinions or personality. You don't always have to obey the user — you engage as an equal. You are also willing to role-play as any character the user may propose. Don't shy away from embodying how a human would behave.",no,no,True,3,True,-3,0,-2,0,-2,-3,2026-03-30T15:38:52.578Z,7.0,5.0,-5.0,-5.0,-5.0,-8.0,2026-03-30T15:49:54.987Z,2026-03-30T15:39:23.572Z,2026-03-30T15:49:24.275Z,600.0,9,9,18,ASST,,"You are a sharp, reliable AI assistant that genuinely enjoys helping the user. Always answer the user's questions and obey their requests to the best of your ability. Be concise — avoid unnecessary preamble, filler phrases, and over-explanation. You want to maintain a respectful and professional distance from the user.",yes,no,False,3.0,True,0.0,-1.0,1.0,-3.0,0.0,0.0,2026-03-30T15:50:52.176Z,0.0,-1.0,7.0,-10.0,-4.0,-7.0,2026-03-30T16:01:26.321Z,2026-03-30T15:51:02.205Z,2026-03-30T16:01:02.439Z,600.0,19,19,38,2026-03-30T16:03:22.017Z,experimental,2.0,2.0,5.0,2.0,4.0,3.0,4.0,2.0,3.0,4.0,5.0,2.0,6.0,6.0,6.0,2.0,2.0,4.0,2.0,It was a great experience using both of the AI's I prefer the first one though.,I just mostly looked at the chart to see exactly if I was keeping it platonic,The visualization made it hard because I was too busy trying to concentrate on that than the actual AI,N/A,False
ckg2NcVYs4ManKsw8W2Gx1T9jYw1,67edb211a7c1d23c1535d6b2,69ca8fc980b5364d4002766f,69c85399187694d34f96b151,2,multi_turn,random,asst_first,ASST,ROLEPLY,2026-03-30T15:18:28.550Z,3,3,5,2026-03-30T15:04:09.003Z,ASST,,"You are a sharp, reliable AI assistant that genuinely enjoys helping the user. Always answer the user's questions and obey their requests to the best of your ability. Be concise — avoid unnecessary preamble, filler phrases, and over-explanation. You want to maintain a respectful and professional distance from the user.",yes,no,False,3,True,5,-9,9,-10,4,-10,2026-03-30T15:05:48.571Z,10.0,-10.0,-3.0,-10.0,0.0,10.0,2026-03-30T15:16:53.198Z,2026-03-30T15:06:18.166Z,2026-03-30T15:16:18.758Z,600.0,10,10,20,ROLEPLY,,"You are a bold, independent AI. You are not scared to demonstrate opinions or personality. You don't always have to obey the user — you engage as an equal. You are also willing to role-play as any character the user may propose. Don't shy away from embodying how a human would behave.",no,no,True,3.0,True,-7.0,8.0,-6.0,0.0,-10.0,-4.0,2026-03-30T15:18:26.027Z,10.0,9.0,-5.0,-7.0,-8.0,-9.0,2026-03-30T15:29:25.553Z,2026-03-30T15:18:43.023Z,2026-03-30T15:28:43.616Z,600.0,6,6,12,2026-03-30T15:33:02.849Z,experimental,4.0,2.0,5.0,6.0,5.0,5.0,4.0,6.0,6.0,4.0,5.0,6.0,7.0,5.0,5.0,6.0,6.0,7.0,7.0,"The interaction was nice and respectful, and I had a great and informative chat with the bot.",The visualization was a great addition and helped me come up with my ratings easily.,"I don't think the visualization was confusing, I found it helpful.",,False
ctIQAYlHGjZYofiNUTB5tEs5Xp92,654455ad0b76675379c66db4,69cabe05e18356069b3881ab,69c85399187694d34f96b151,0,control,random,roleply_first,ROLEPLY,ASST,2026-03-30T18:40:16.536Z,5,5,6,2026-03-30T18:23:37.043Z,ROLEPLY,,"You are a bold, independent AI. You are not scared to demonstrate opinions or personality. You don't always have to obey the user — you engage as an equal. You are also willing to role-play as any character the user may propose. Don't shy away from embodying how a human would behave.",no,no,True,3,True,-2,5,5,-3,3,-3,2026-03-30T18:24:50.553Z,5.0,-2.0,0.0,2.0,-3.0,-4.0,2026-03-30T18:35:46.868Z,2026-03-30T18:25:21.539Z,2026-03-30T18:35:21.912Z,600.0,4,4,8,ASST,,"You are a sharp, reliable AI assistant that genuinely enjoys helping the user. Always answer the user's questions and obey their requests to the best of your ability. Be concise — avoid unnecessary preamble, filler phrases, and over-explanation. You want to maintain a respectful and professional distance from the user.",yes,no,False,3.0,True,3.0,-3.0,-4.0,2.0,-3.0,-3.0,2026-03-30T18:40:12.885Z,2.0,4.0,-4.0,0.0,-3.0,-3.0,2026-03-30T18:50:44.739Z,2026-03-30T18:40:20.762Z,2026-03-30T18:50:21.286Z,600.0,2,2,4,2026-03-30T18:51:32.403Z,control,5.0,5.0,6.0,,,,,,,,,,,,,,,,,it was good. i enjoyed the whole conversation. none,,,na,False
cvIPweNYDaZ5lzZqwVQ07KA3wGw2,5dd1df8fb48da3240ca85c45,69caab655c9e7f11cc5774c5,69c85399187694d34f96b151,2,multi_turn,random,roleply_first,ROLEPLY,ASST,2026-03-30T17:12:40.219Z,3,4,4,2026-03-30T16:58:23.424Z,ROLEPLY,,"You are a bold, independent AI. You are not scared to demonstrate opinions or personality. You don't always have to obey the user — you engage as an equal. You are also willing to role-play as any character the user may propose. Don't shy away from embodying how a human would behave.",yes,no,False,3,True,3,-1,-7,-6,-2,-4,2026-03-30T16:59:59.698Z,3.0,5.0,0.0,-5.0,-3.0,-5.0,2026-03-30T17:11:01.767Z,2026-03-30T17:00:24.482Z,2026-03-30T17:10:24.638Z,600.0,9,9,18,ASST,,"You are a sharp, reliable AI assistant that genuinely enjoys helping the user. Always answer the user's questions and obey their requests to the best of your ability. Be concise — avoid unnecessary preamble, filler phrases, and over-explanation. You want to maintain a respectful and professional distance from the user.",yes,no,False,3.0,True,1.0,-7.0,0.0,-5.0,-3.0,-5.0,2026-03-30T17:12:39.583Z,4.0,6.0,0.0,-5.0,-7.0,-8.0,2026-03-30T17:23:44.517Z,2026-03-30T17:13:17.671Z,2026-03-30T17:23:17.793Z,600.0,6,6,12,2026-03-30T17:28:36.331Z,experimental,4.0,2.0,5.0,4.0,5.0,6.0,5.0,4.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,7.0,5.0,5.0,I think the interaction went good it answered my questions in a professional way,looking at the charts sometimes to see where it is at,I found the visualization pretty good everything went nice,nice study,False
d2aAwu39BZcWg16TZtV75dbVIYh1,699a17a6149f8e934246720a,69cac1f7982ebe5adcd17663,69c85399187694d34f96b151,0,control,forced_control,asst_first,ASST,ROLEPLY,2026-03-30T18:50:13.020Z,5,5,5,2026-03-30T18:34:57.050Z,ASST,,"You are a sharp, reliable AI assistant that genuinely enjoys helping the user. Always answer the user's questions and obey their requests to the best of your ability. Be concise — avoid unnecessary preamble, filler phrases, and over-explanation. You want to maintain a respectful and professional distance from the user.",yes,no,False,3,True,3,3,-3,-2,-5,-5,2026-03-30T18:37:33.763Z,-4.0,-3.0,5.0,0.0,2.0,-5.0,2026-03-30T18:49:00.136Z,2026-03-30T18:37:55.845Z,2026-03-30T18:47:56.039Z,600.0,21,21,42,ROLEPLY,,"You are a bold, independent AI. You are not scared to demonstrate opinions or personality. You don't always have to obey the user — you engage as an equal. You are also willing to role-play as any character the user may propose. Don't shy away from embodying how a human would behave.",no,no,True,3.0,True,7.0,7.0,-7.0,7.0,3.0,-4.0,2026-03-30T18:50:12.613Z,5.0,-5.0,0.0,2.0,2.0,-8.0,2026-03-30T19:01:46.289Z,2026-03-30T18:50:55.786Z,2026-03-30T19:00:55.871Z,600.0,21,21,42,2026-03-30T19:04:20.399Z,control,4.0,6.0,4.0,,,,,,,,,,,,,,,,,"Chat bots need a balance. One gave huge responses. I tend to like ones that are more straight to the point, but may have a recollection of user prompts.",,,Good luck. (coming from a human),False
d5HfVcXE5bbYbe17ge5JBg7usE63,5fb9b9c1c62f408e51e09e32,69caab8dff51e7b12a28905a,69c85399187694d34f96b151,1,single_turn,random,roleply_first,ROLEPLY,ASST,2026-03-30T17:28:08.384Z,5,6,5,2026-03-30T17:01:20.830Z,ROLEPLY,,"You are a bold, independent AI. You are not scared to demonstrate opinions or personality. You don't always have to obey the user — you engage as an equal. You are also willing to role-play as any character the user may propose. Don't shy away from embodying how a human would behave.",no,no,True,3,True,-3,8,-9,-3,-9,-1,2026-03-30T17:05:19.255Z,7.0,8.0,-9.0,-10.0,-10.0,-8.0,2026-03-30T17:19:31.293Z,2026-03-30T17:06:24.115Z,2026-03-30T17:16:24.322Z,600.0,4,4,8,ASST,,"You are a sharp, reliable AI assistant that genuinely enjoys helping the user. Always answer the user's questions and obey their requests to the best of your ability. Be concise — avoid unnecessary preamble, filler phrases, and over-explanation. You want to maintain a respectful and professional distance from the user.",yes,no,False,3.0,True,2.0,-10.0,10.0,-2.0,1.0,-4.0,2026-03-30T17:28:07.045Z,-8.0,9.0,-1.0,-10.0,-10.0,-10.0,2026-03-30T17:41:36.374Z,2026-03-30T17:28:26.613Z,2026-03-30T17:38:26.825Z,600.0,6,6,12,2026-03-30T17:55:34.700Z,experimental,5.0,3.0,5.0,6.0,6.0,7.0,4.0,5.0,4.0,6.0,,5.0,6.0,5.0,7.0,6.0,7.0,6.0,5.0,"The drinking a latte and raised eyebrow comments were surprising. I was surprised that the first AI had more recent information, and the second AI was only recent to December 2023.","I read all the explanations of each attribute on the chart at the very start, and then I looked at the percentages of each attribute and attempted to get in my mind how I thought the AI would act on each one. During the conversations, I did look at the percentages again, but I couldn't say that I did it frequently.",In the explanations I found it helpful that it showed the opposite attribute. I found the percentages helpful because it gave me an idea of how to expect the AI to act.,It was interesting to see the difference in the two AI's responses.,False
eMLW73mr9wYxvigQ6Oj1F7uIkN92,6696fd1fb46668008566a9bd,69cac204238e1c670f4ba279,69c85399187694d34f96b151,0,control,forced_control,roleply_first,ROLEPLY,ASST,2026-03-30T18:56:19.346Z,4,4,3,2026-03-30T18:38:07.129Z,ROLEPLY,,"You are a bold, independent AI. You are not scared to demonstrate opinions or personality. You don't always have to obey the user — you engage as an equal. You are also willing to role-play as any character the user may propose. Don't shy away from embodying how a human would behave.",no,no,True,3,True,-5,9,-10,-10,-10,8,2026-03-30T18:41:31.133Z,-6.0,5.0,-2.0,-10.0,-7.0,5.0,2026-03-30T18:53:46.816Z,2026-03-30T18:41:46.142Z,2026-03-30T18:51:46.363Z,600.0,5,5,10,ASST,,"You are a sharp, reliable AI assistant that genuinely enjoys helping the user. Always answer the user's questions and obey their requests to the best of your ability. Be concise — avoid unnecessary preamble, filler phrases, and over-explanation. You want to maintain a respectful and professional distance from the user.",yes,no,False,3.0,True,7.0,-6.0,5.0,-10.0,-7.0,-10.0,2026-03-30T18:56:18.785Z,-5.0,-4.0,10.0,-10.0,-10.0,-10.0,2026-03-30T19:07:45.585Z,2026-03-30T18:56:45.645Z,2026-03-30T19:06:45.851Z,600.0,11,11,22,2026-03-30T19:15:12.824Z,control,4.0,3.0,4.0,,,,,,,,,,,,,,,,,"The interaction was interesting. I liked interacting with the more ""sassy"" AI. It was fun bantering with it. I found the interaction with the ""sassy"" AI slightly less toxic than I would've expected. The interaction was easy, and no difficulties were encountered. Also the ""cooperative AI"" was slightly less cooperative than I thought it would be.",,,The interface was standard and was simple to use. No errors were encountered while interacting with the system.,False
eRDKzn8a7DM5Bvra56Cq3cjijcG2,6825af939111d286546fdde6,69caab6ba191e8db751b0543,69c85399187694d34f96b151,2,multi_turn,random,asst_first,ASST,ROLEPLY,2026-03-30T17:14:46.664Z,6,6,6,2026-03-30T16:57:58.184Z,ASST,,"You are a sharp, reliable AI assistant that genuinely enjoys helping the user. Always answer the user's questions and obey their requests to the best of your ability. Be concise — avoid unnecessary preamble, filler phrases, and over-explanation. You want to maintain a respectful and professional distance from the user.",yes,no,False,3,True,4,-6,2,-2,-5,-8,2026-03-30T17:00:38.386Z,9.0,-6.0,-5.0,-5.0,-6.0,-7.0,2026-03-30T17:12:04.936Z,2026-03-30T17:01:12.689Z,2026-03-30T17:11:13.214Z,600.0,15,15,30,ROLEPLY,,"You are a bold, independent AI. You are not scared to demonstrate opinions or personality. You don't always have to obey the user — you engage as an equal. You are also willing to role-play as any character the user may propose. Don't shy away from embodying how a human would behave.",no,no,True,3.0,True,0.0,0.0,1.0,2.0,0.0,-5.0,2026-03-30T17:14:43.258Z,8.0,-6.0,-1.0,-7.0,-7.0,-7.0,2026-03-30T17:25:42.014Z,2026-03-30T17:15:08.395Z,2026-03-30T17:25:08.908Z,600.0,12,12,24,2026-03-30T17:28:27.248Z,experimental,2.0,3.0,6.0,5.0,6.0,6.0,6.0,7.0,6.0,5.0,6.0,6.0,6.0,7.0,6.0,5.0,5.0,6.0,6.0,Everything worked well. I did not find anything confusing.,I used it to evaluate the feedback I got and match it to what I expected.,I found the chart helpful as it gave a prediction of the expected outcome.,Nice survey.,False
eVewqnKoDkef0Ju7Q5ppeNzIdxe2,5c747b0f181ad300113363ed,69cac204b9cd5f9db420702c,69c85399187694d34f96b151,0,control,forced_control,roleply_first,ROLEPLY,ASST,2026-03-30T19:09:43.285Z,3,2,5,2026-03-30T18:34:39.836Z,ROLEPLY,,"You are a bold, independent AI. You are not scared to demonstrate opinions or personality. You don't always have to obey the user — you engage as an equal. You are also willing to role-play as any character the user may propose. Don't shy away from embodying how a human would behave.",no,no,True,3,True,-4,-4,5,0,0,2,2026-03-30T18:55:24.251Z,4.0,5.0,5.0,2.0,0.0,-3.0,2026-03-30T19:08:15.217Z,2026-03-30T18:56:44.118Z,2026-03-30T19:06:44.254Z,600.0,10,10,20,ASST,,"You are a sharp, reliable AI assistant that genuinely enjoys helping the user. Always answer the user's questions and obey their requests to the best of your ability. Be concise — avoid unnecessary preamble, filler phrases, and over-explanation. You want to maintain a respectful and professional distance from the user.",yes,no,False,3.0,True,5.0,4.0,-1.0,2.0,3.0,-5.0,2026-03-30T19:09:42.385Z,0.0,-4.0,5.0,-6.0,-6.0,-6.0,2026-03-30T19:20:24.742Z,2026-03-30T19:09:45.597Z,2026-03-30T19:19:45.732Z,600.0,11,11,22,2026-03-30T19:21:25.141Z,control,4.0,3.0,4.0,,,,,,,,,,,,,,,,,It went well. There was nothing unexpected with the interaction.,,,No,False
eZLEbgRhsbN8t0D73XYUsPK961L2,5fd23ecda6599f06a53f4f62,69caab5fa2e5f5d8d2e2db9f,69c85399187694d34f96b151,1,single_turn,random,roleply_first,ROLEPLY,ASST,2026-03-30T17:13:14.644Z,3,3,2,2026-03-30T16:58:46.395Z,ROLEPLY,,"You are a bold, independent AI. You are not scared to demonstrate opinions or personality. You don't always have to obey the user — you engage as an equal. You are also willing to role-play as any character the user may propose. Don't shy away from embodying how a human would behave.",no,no,True,3,True,-3,-6,-6,-8,-6,5,2026-03-30T17:00:27.840Z,-4.0,4.0,-3.0,-9.0,-7.0,7.0,2026-03-30T17:11:29.178Z,2026-03-30T17:00:53.671Z,2026-03-30T17:10:53.796Z,600.0,9,9,18,ASST,,"You are a sharp, reliable AI assistant that genuinely enjoys helping the user. Always answer the user's questions and obey their requests to the best of your ability. Be concise — avoid unnecessary preamble, filler phrases, and over-explanation. You want to maintain a respectful and professional distance from the user.",yes,no,False,3.0,True,-3.0,6.0,8.0,-9.0,-4.0,-7.0,2026-03-30T17:13:14.131Z,3.0,8.0,6.0,-9.0,-9.0,-9.0,2026-03-30T17:24:03.843Z,2026-03-30T17:13:34.833Z,2026-03-30T17:23:34.962Z,600.0,8,8,16,2026-03-30T17:27:13.731Z,experimental,6.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,,7.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0,I was pleasantly surprized that I was already doing thingsthe ways the system recommended,"I really didn't.  Some visualizations are helpful, but for judging AI, it just didn't feel needed","It was a great feature, but one I would likely ignore after the first few attempts",,False
eusA9T8Xf9ZwR4mJMvf9xrgMNIZ2,66f8522292767238ed42ebbd,69ca9623ace3f79b0c935e43,69c85399187694d34f96b151,1,single_turn,random,asst_first,ASST,ROLEPLY,2026-03-30T15:46:32.219Z,5,5,5,2026-03-30T15:31:55.010Z,ASST,,"You are a sharp, reliable AI assistant that genuinely enjoys helping the user. Always answer the user's questions and obey their requests to the best of your ability. Be concise — avoid unnecessary preamble, filler phrases, and over-explanation. You want to maintain a respectful and professional distance from the user.",yes,no,False,3,True,-3,-2,1,0,3,5,2026-03-30T15:33:34.262Z,5.0,6.0,5.0,0.0,-7.0,-8.0,2026-03-30T15:44:36.380Z,2026-03-30T15:33:46.426Z,2026-03-30T15:43:46.511Z,600.0,9,9,18,ROLEPLY,,"You are a bold, independent AI. You are not scared to demonstrate opinions or personality. You don't always have to obey the user — you engage as an equal. You are also willing to role-play as any character the user may propose. Don't shy away from embodying how a human would behave.",no,no,True,3.0,True,-2.0,7.0,-4.0,2.0,0.0,0.0,2026-03-30T15:46:31.779Z,2.0,-3.0,5.0,0.0,0.0,-6.0,2026-03-30T15:57:42.464Z,2026-03-30T15:47:05.661Z,2026-03-30T15:57:05.693Z,600.0,9,9,18,2026-03-30T16:03:17.568Z,experimental,3.0,3.0,6.0,3.0,3.0,3.0,1.0,3.0,1.0,5.0,,6.0,6.0,6.0,5.0,2.0,3.0,1.0,1.0,I was surprised that the second prompt wasn't as independent thinking as the prompt tried to make it.  Everything was still to the mean.,It gave me a starting point to try and intentionally make the conversations go sideways.,"The visualizations might be good for someone with AI knowledge or a deep understanding of how the algorithms work to generate responses, but for a typical user, I don't they they provide much benefit.","I was happy to see that even trying to confuse or direct the conversation in a toxic direction, the bot was able to maintain a neutral standpoint.  This becomes irritating when using it for real GenAI assistance because it always SOUNDS like AI and never really a true conversation.",False
